trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	color_comb	response_hand	phase_duration	onset_abs	duration
63	284.7329800128937	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2046.728641986847	2.5837020874023438
63	287.316682100296	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2049.3123440742493	1.9882729053497314
63	289.30495500564575	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2051.300616979599	1.5871238708496094
63	290.89207887649536	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2052.8877408504486	1.470940113067627
63	292.363018989563	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2054.3586809635162	1.7293410301208496
63	294.09236001968384	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2056.088021993637	1.6788358688354492
63	295.7711958885193	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2057.7668578624725	1.7633051872253418
63	297.53450107574463	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2059.530163049698	1.3616149425506592
63	298.8961160182953	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2060.8917779922485	1.8413479328155518
63	300.73746395111084	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2062.733125925064	2.399735927581787
63	303.1371998786926	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2065.132861852646	1.6915090084075928
63	304.8287088871002	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2066.8243708610535	2.016486167907715
63	306.84519505500793	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2068.840857028961	1.6666529178619385
63	308.5118479728699	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2070.507509946823	2.0250420570373535
63	310.5368900299072	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2072.5325520038605	2.416733980178833
63	312.95362401008606	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2074.9492859840393	2.2250969409942627
63	315.1787209510803	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2077.1743829250336	1.917057991027832
63	317.09577894210815	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2079.0914409160614	2.4753799438476562
63	319.5711588859558	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2081.566820859909	2.308701992034912
63	321.8798608779907	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2083.875522851944	2.0669991970062256
63	323.94686007499695	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2085.94252204895	1.3134689331054688
63	325.2603290081024	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2087.2559909820557	2.17861008644104
63	327.43893909454346	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2089.4346010684967	1.446112871170044
63	328.8850519657135	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2090.8807139396667	2.77107310295105
63	331.65612506866455	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2093.651787042618	1.9953398704528809
63	333.65146493911743	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2095.6471269130707	1.9218430519104004
63	335.57330799102783	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2097.568969964981	1.3613529205322266
63	336.93466091156006	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2098.9303228855133	1.8247179985046387
63	338.7593789100647	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2100.755040884018	1.624756097793579
63	340.3841350078583	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2102.3797969818115	2.5081119537353516
63	342.8922469615936	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2104.887908935547	1.5082309246063232
63	344.40047788619995	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2106.396139860153	1.7083611488342285
63	346.1088390350342	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2108.1045010089874	1.325023889541626
63	347.4338629245758	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2109.429524898529	2.308382987976074
63	349.7422459125519	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2111.737907886505	1.4750230312347412
63	351.2172689437866	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2113.21293091774	2.5169501304626465
63	353.73421907424927	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2115.7298810482025	1.7086009979248047
63	355.4428200721741	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2117.4384820461273	3.117283821105957
63	358.56010389328003	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2120.5557658672333	2.2003531455993652
63	360.7604570388794	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2122.7561190128326	2.105154037475586
63	362.865611076355	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2124.8612730503082	1.2369120121002197
63	364.1025230884552	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2126.0981850624084	2.6711409091949463
63	366.77366399765015	house_face	0	3	0	rivalry	house_face	rivalry_redhouse	left	120.0	2128.7693259716034	2.1543710231781006
63	368.92803502082825	house_face	0	3	14378	rivalry	house_face	rivalry_redhouse	left	120.0	2130.9236969947815	0.0787649154663086
0	369.00679993629456	stim	0		359	break	break	break	left	3.0	2131.002461910248	2.9998300075531006
64	372.00662994384766	stim	0		237	unambiguous	house	redface	left	1.9845167502153016	2134.002291917801	1.9832370281219482
65	373.9898669719696	stim	0		0	unambiguous	face	redface	left	2.0196281146655797	2135.985528945923	0.6417150497436523
65	374.63158202171326	face	0	3	240	unambiguous	face	redface	left	2.0196281146655797	2136.6272439956665	1.3747329711914062
66	376.00631499290466	stim	0		0	unambiguous	house	redface	left	2.03010893301581	2138.001976966858	0.8666520118713379
66	376.872967004776	house	0	3	243	unambiguous	house	redface	left	2.03010893301581	2138.8686289787292	1.1664869785308838
67	378.0394539833069	stim	0		0	unambiguous	face	redface	left	1.9812906195327604	2140.03511595726	1.0666289329528809
67	379.10608291625977	face	0	3	238	unambiguous	face	redface	left	1.9812906195327604	2141.101744890213	0.9164760112762451
68	380.022558927536	stim	0		0	unambiguous	house	redface	left	1.9849907987944022	2142.0182209014893	0.45839500427246094
68	380.4809539318085	house	0	3	238	unambiguous	house	redface	left	1.9849907987944022	2142.4766159057617	1.5248010158538818
69	382.00575494766235	stim	0		0	unambiguous	face	redface	left	2.011057898738902	2144.0014169216156	0.7084410190582275
69	382.7141959667206	face	0	3	241	unambiguous	face	redface	left	2.011057898738902	2144.709857940674	1.2999320030212402
70	384.0141279697418	stim	0		0	unambiguous	house	redface	left	1.9808835225902048	2146.009789943695	0.34173107147216797
